,URL,Title,Part,Chapter,Division,Subchapter,Rule,Source Note
2564,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8066,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 4: MEDICAID HOSPITAL SERVICES,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8066: Hospital-Specific Limit Methodology,"(a) Introduction. The Texas Health and Human Services  Commission (HHSC) uses the methodology described in this section to  calculate a hospital-specific limit for each Medicaid hospital participating  in either the Disproportionate Share Hospital (DSH) program, described  in §355.8065 of this title (relating to Disproportionate Share  Hospital Reimbursement Methodology), or in the Texas Healthcare Transformation  and Quality Improvement Program (the waiver), described in §355.8201  of this title (relating to Waiver Payments to Hospitals). (b) Definitions. (1) Adjudicated claim--A hospital claim for payment  for a covered Medicaid service that is paid or adjusted by HHSC or  another payor. (2) Centers for Medicare and Medicaid Services (CMS)--The  federal agency within the United States Department of Health and Human  Services responsible for overseeing and directing Medicare and Medicaid,  or its successor. (3) Data year--A 12-month period that is two years  before the program year from which HHSC will compile data to determine  DSH or uncompensated-care waiver program qualification and payment. (4) Disproportionate share hospital (DSH)--A hospital  identified by HHSC that meets the DSH program conditions of participation  and that serves a disproportionate share of Medicaid or indigent patients. (5) DSH survey--The HHSC data collection tool completed  by each DSH hospital and used by HHSC to calculate the state payment  cap and hospital-specific limit, as described in this section, and  to estimate the hospital's DSH payments for the program year, as described  in §355.8065 of this title. A hospital may be required to complete  multiple surveys due to different data requirements between the state  payment cap and hospital-specific limit calculations. (6) Dually eligible patient--A patient who is simultaneously  enrolled in Medicare and Medicaid. (7) HHSC--The Texas Health and Human Services Commission  or its designee. (8) Hospital-specific limit--The maximum payment amount,  as applied to payments made during a prior program year, that a hospital  may receive in reimbursement for the cost of providing Medicaid-allowable  services to individuals who are Medicaid-eligible or uninsured. The  amount is calculated as described in subsection (c)(2) of this section  using actual cost and payment data from that period. The term does  not apply to payment for costs of providing services to non-Medicaid-eligible  individuals who have third-party coverage; costs associated with pharmacies,  clinics, and physicians; or costs associated with Delivery System  Reform Incentive Payment projects. The calculation of the hospital-specific  limit must be consistent with federal law. (9) Inflation update factor--Cost of living index based  on the annual CMS Prospective Payment System Hospital Market Basket  Index. (10) Institution for mental diseases (IMD)--A hospital  that is primarily engaged in providing psychiatric diagnosis, treatment,  or care of individuals with mental illness, defined in §1905(i)  of the Social Security Act. (11) Medicaid contractor--Fiscal agents and managed  care organizations with which HHSC contracts to process data related  to the Medicaid program. (12) Medicaid cost-to-charge ratio (inpatient and outpatient)--A  Medicaid cost report-derived cost center ratio calculated for each  ancillary cost center that covers all applicable hospital costs and  charges relating to inpatient and outpatient care for that cost center.  This ratio is used in calculating the hospital-specific limit and  does not distinguish between payor types such as Medicare, Medicaid,  or private pay. (13) Medicaid cost report--Hospital and Hospital Health  Care Complex Cost Report (Form CMS 2552), also known as the Medicare  cost report. (14) Medicaid hospital--A hospital meeting the qualifications  set forth in §354.1077 of this title (relating to Provider Participation  Requirements) to participate in the Texas Medicaid program. (15) Non-DSH survey--The HHSC data collection tool  completed by non-DSH hospitals and used by HHSC to calculate the state  payment cap and hospital-specific limit, as described in this section,  and to calculate uncompensated care waiver payments for the program  year, as described in §355.8201 of this title. A hospital may  be required to complete multiple surveys due to different data requirements  between the state payment cap and hospital-specific limit calculations. (16) Outpatient charges--Amount of gross outpatient  charges related to the applicable data year and used in the calculation  of the hospital specific limit. (17) Program year--The 12-month period beginning October  1 and ending September 30. The period corresponds to the waiver demonstration  year. (18) Ratio of cost-to-charges. (A) Inpatient ratio of cost-to-charges--A ratio that  covers all applicable hospital costs and charges relating to inpatient  care. This ratio does not distinguish between payer types such as  Medicare, Medicaid, or private pay. (B) Outpatient ratio of cost-to-charges--A ratio that  covers all applicable hospital costs and charges relating to outpatient  care. This ratio does not distinguish between payer types such as  Medicare, Medicaid, or private pay. (C) The terms ""ratio of cost-to-charges""; ""inpatient  ratio of cost-to-charges""; and ""outpatient ratio of cost-to-charges""  are only used in the definition of ""Medicaid allowable cost"" as laid  out in subsection (b)(11) of this section. (19) State payment cap--The maximum payment amount,  as applied to payments that will be made for the program year, that  a hospital may receive in reimbursement for the cost of providing  Medicaid-allowable services to individuals who are Medicaid-eligible  or uninsured. The amount is calculated as described in subsection  (c)(1) of this section using interim cost and payment data from the  data year. The term does not apply to payment for costs of providing  services to non-Medicaid-eligible individuals who have third-party  coverage; costs associated with pharmacies, clinics, and physicians;  or costs associated with Delivery System Reform Incentive Payment  projects.  (20) The waiver--The Texas Healthcare Transformation  and Quality Improvement Program, a Medicaid demonstration waiver under §1115  of the Social Security Act that was approved by CMS. Pertinent to  this section, the waiver establishes a funding pool to assist hospitals  with uncompensated-care costs. (21) Third-party coverage--Creditable insurance coverage  consistent with the definitions in 45 Code of Federal Regulations  (CFR) Parts 144 and 146, or coverage based on a legally liable third-party  payor. (22) Total state and local payments--Total amount of  state and local payments that a hospital received for inpatient care  during the data year. The term includes payments under state and local  programs that are funded entirely with state general revenue funds  and state or local tax funds, such as County Indigent Health Care,  Children with Special Health Care Needs, and Kidney Health Care. The  term excludes payment sources that contain federal dollars such as  Medicaid payments, Children's Health Insurance Program (CHIP) payments  funded under Title XXI of the Social Security Act, Substance Abuse  and Mental Health Services Administration, Ryan White Title I, Ryan  White Title II, Ryan White Title III, and contractual discounts and  allowances related to TRICARE, Medicare, and Medicaid. (23) Uncompensated-care waiver payments--Payments to  hospitals participating in the waiver that are intended to defray  the uncompensated costs of eligible services provided to eligible  individuals. (24) Uninsured cost--The cost to a hospital of providing  inpatient and outpatient hospital services to uninsured patients as  defined by CMS. (c) Calculating a state payment cap and hospital-specific  limit. Using information from each hospital's DSH or non-DSH survey,  Medicaid cost report and from HHSC's Medicaid contractors, HHSC will  determine the hospital's state payment cap in compliance with paragraph  (1) of this subsection. The state payment cap will be used for both  DSH and uncompensated care waiver interim payment determinations.  HHSC will determine the hospital's hospital-specific limit in compliance  with paragraph (2) of this subsection. (1) State Payment Cap. (A) Uninsured charges and payments. (i) Each hospital will report in its survey its inpatient  and outpatient charges for services that would be covered by Medicaid  that were provided to uninsured patients discharged during the data  year. In addition to the charges in the previous sentence, for DSH  calculation purposes only, an IMD may report charges for Medicaid-allowable  services that were provided during the data year to Medicaid-eligible  and uninsured patients ages 21 through 64. (ii) Each hospital will report in its survey all payments  received during the data year, regardless of when the service was  provided, for services that would be covered by Medicaid and were  provided to uninsured patients. (I) For purposes of this paragraph, a payment received  is any payment from an uninsured patient or from a third party (other  than an insurer) on the patient's behalf, including payments received  for emergency health services furnished to undocumented aliens under §1011  of the Medicare Prescription Drug, Improvement, and Modernization  Act of 2003, Pub. L. No. 108-173, except as described in subclause  (II) of this clause. (II) State and local payments to hospitals for indigent  care are not included as payments made by or on behalf of uninsured  patients. (B) Medicaid charges and payments. (i) HHSC will request from its Medicaid contractors  the inpatient and outpatient charge and payment data for claims for  services provided to Medicaid-enrolled individuals that are adjudicated  during the data year. (I) The requested data will include, but is not limited  to, charges and payments for: (-a-) claims associated with the care of dually eligible  patients, including Medicare charges and payments; (-b-) claims or portions of claims that were not paid  because they exceeded the spell-of-illness limitation; (-c-) outpatient claims associated with the Women's  Health Program; and (-d-) claims for which the hospital received payment  from a third-party payor for a Medicaid-enrolled patient. (II) HHSC will exclude charges and payments for: (-a-) claims for services that do not meet the definition  of ""medical assistance"" contained in §1905(a) of the Social Security  Act. Examples include: (-1-) claims for the Children's Health Insurance Program;  and (-2-) inpatient claims associated with the Women's  Health Program or any successor program; and (-b-) claims submitted after the 95-day filing deadline. (ii) HHSC will request from its Medicaid contractors  the inpatient and outpatient Medicaid cost settlement payment or recoupment  amounts attributable to the cost report period determined in subparagraph  (C)(i) of this paragraph. (iii) HHSC will notify hospitals following HHSC's receipt  of the requested data from the Medicaid contractors. A hospital's  right to request a review of data it believes is incorrect or incomplete  is addressed in subsection (e) of this section. (iv) Each hospital will report on the survey the inpatient  and outpatient Medicaid days, charges and payment data for out-of-state  claims adjudicated during the data year. (v) HHSC may apply an adjustment factor to Medicaid  payment data to more accurately approximate Medicaid payments following  a rebasing or other change in reimbursement rates under other sections  of this division. (C) Calculation of in-state and out-of-state Medicaid  and uninsured total costs for the data year. (i) Cost report period for data used to calculate cost-per-day  amounts and cost-to-charge ratios. HHSC will use information from  the Medicaid cost report for the hospital's fiscal year that ends  during the calendar year that falls two years before the end of the  program year for the calculations described in clauses (ii)(I) and  (iii)(I) of this subparagraph. For example, for program year 2013,  the cost report year is the provider's fiscal year that ends between  January 1, 2011, and December 31, 2011. (I) For hospitals that do not have a full year cost  report that meets this criteria, a partial year cost report for the  hospital's fiscal year that ends during the calendar year that falls  two years before the end of the program year will be used if the cost  report covers a period greater than or equal to six months in length. (II) The partial year cost report will not be prorated.  If the provider's cost report that ends during this time period is  less than six months in length, the most recent full year cost report  will be used. (ii) Determining inpatient routine costs. (I) Medicaid inpatient cost per day for routine cost  centers. Using data from the Medicaid cost report, HHSC will divide  the allowable inpatient costs by the inpatient days for each routine  cost center to determine a Medicaid inpatient cost per day for each  routine cost center. Cont'd..."
2565,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8068,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 4: MEDICAID HOSPITAL SERVICES,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8068: Local Provider Participation Fund Reporting,"Source Note: The provisions of this §355.8068 adopted to be effective November 1, 2019, 44 TexReg 6025"
2566,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8070,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 4: MEDICAID HOSPITAL SERVICES,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8070: Hospital Augmented Reimbursement Program,"(a) Introduction. This section establishes the Hospital  Augmented Reimbursement (HARP) Program, wherein the Texas Health and  Human Services Commission (HHSC) directs payments to certain providers  that serve Texas Medicaid fee-for-service patients, including eligible  non-state government owned hospitals, private hospitals, state-owned  hospitals, state government-owned Institutions for Mental Diseases  (IMDs), and private IMDs. This section also describes the methodology  used by HHSC to calculate and administer such payments. A provider  is eligible for a payment under this section only if HHSC has submitted  and CMS has approved a state plan amendment permitting HHSC to make  payments under this section to the hospital class to which the provider  belongs.  (b) Definitions. The following definitions apply when  the terms are used in this section.  (1) Fee-for-Service (FFS)--A system of the health insurance  payment in which a health care provider is paid a fee by HHSC through  the contracted Medicaid claims administrator directly, for each service  rendered. For Texas Medicaid purposes, fee-for-service excludes any  service rendered under a managed care program through a managed care  organization.  (2) Inpatient hospital services--Services ordinarily  furnished in a hospital for the care and treatment of inpatients under  the direction of a physician or dentist, or a subset of these services  identified by HHSC. Inpatient hospital services do not include services  furnished in a skilled nursing facility, intermediate care facility  services furnished by a hospital with swing-bed approval, or any other  services that HHSC determines should not be subject to payment.  (3) Intergovernmental transfer (IGT)--A transfer of  public funds from another state agency or a non-state governmental  entity to HHSC.  (4) Medicare payment gap--The difference between what  Medicare is estimated to pay for the services and what Medicaid actually  paid for the same services from the most recent FFS upper payment  limit (UPL) demonstration.  (5) Non-state government-owned and operated hospital--A  hospital that is owned and operated by a local government entity,  including but not limited to a city, county, or hospital district.  (6) Outpatient hospital services--Preventive, diagnostic,  therapeutic, rehabilitative, or palliative services that are furnished  to outpatients of a hospital under the direction of a physician or  dentist, or a subset of these services identified by HHSC.  (7) Private hospital--Any hospital that is not government-owned  and operated.  (8) Private Institution for Mental Diseases (IMD)--A  hospital that is primarily engaged in providing psychiatric diagnosis,  treatment or care of individuals with mental illness and that is not  government-owned and operated.  (9) Program period--Each program period is equal to  a federal fiscal year beginning October 1 and ending September 30  of the following year.  (10) Prospective Payment System--A method of reimbursement  in which payment is made based on a predetermined, fixed amount.  (11) Sponsoring governmental entity--A state or non-state  governmental entity that agrees to transfer to HHSC some or all of  the non-federal share of program expenditures under this subchapter.  (12) State government-owned hospital--Any hospital  owned by the state of Texas that is not considered an IMD.  (13) State government-owned IMD--A hospital that is  primarily engaged in providing psychiatric diagnosis, treatment or  care of individuals with mental illness and that is owned by the state  of Texas that is considered an IMD.  (c) Participation requirements. As a condition of participation,  all hospitals participating in the program must allow for the following.  (1) The hospital must submit a properly completed enrollment  application by the due date determined by HHSC. The enrollment period  must be no less than 15 business days, and the final date of the enrollment  period will be at least nine days prior to the intergovernmental transfer  (IGT) notification.  (2) If a provider has changed ownership in the past  five years in a way that impacts eligibility for this program, the  provider must submit to HHSC, upon demand, copies of contracts it  has with third parties with respect to the transfer of ownership or  the management of the provider and which reference the administration  of, or payment from, this program.  (d) Payments for non-state government-owned and operated  hospitals.  (1) Eligible hospitals. Payments under this subsection  will be limited to hospitals defined as ""non-state government owned  and operated hospital"" that are enrolled in Medicare and participate  in Texas Medicaid fee-for-service.  (2) Non-federal share of program payments. The non-federal  share of the payments is funded through IGTs from sponsoring governmental  entities. No state general revenue is available to support the program.  (A) HHSC will communicate suggested IGT responsibilities.  Suggested IGT responsibilities will be based on the maximum dollars  to be available under the program for the program period as determined  by HHSC. HHSC will also communicate estimated revenues each enrolled  hospital could earn under the program for the program period with  those estimates based on HHSC's suggested IGT responsibilities.  (B) HHSC will issue an IGT notification to specify  the date that IGT is requested to be transferred not fewer than 14  business days before IGT transfers are due. HHSC may post the IGT  deadlines and other associated information on HHSC's website, send  the information through the established Medicaid notification procedures  used by HHSC's fiscal intermediary, send through other direct mailing,  send through GovDelivery, or provide the information to the hospital  associations to disseminate to their member hospitals.  (3) Payment Methodology. To determine each participating  non-state government-owned and operated hospital's payment under this  section, HHSC will sum the hospital's inpatient FFS Medicare payment  gap and the hospital's outpatient FFS Medicare payment gap.  (e) Payments for private hospitals.  (1) Eligible hospitals. Payments under this subsection  will be limited to hospitals defined as ""private hospital"" in subsection  (b) of this section that are enrolled in Medicare and participate  in Texas Medicaid fee-for-service.  (2) Non-federal share of program payments. The non-federal  share of the payments is funded through IGTs from sponsoring governmental  entities. No state general revenue is available to support the program.  (A) HHSC must receive the non-federal portion of reimbursement  for HARP through a method approved by HHSC and Centers for Medicare  & Medicaid Services (CMS) for reimbursement through this program. (B) A hospital under this subsection must designate  a single local governmental entity to provide the non-federal share  of the payment through a method determined by HHSC. If the single  local governmental entity transfers less than the full non-federal  share of a hospital's payment amount calculated in any paragraph under  this subchapter, HHSC will recalculate that specific hospital's payment  based on the amount of the non-federal share actually transferred.  (C) HHSC will communicate suggested IGT responsibilities.  Suggested IGT responsibilities will be based on the maximum dollars  to be available under the program for the program period as determined  by HHSC. HHSC will also communicate estimated revenues each enrolled  hospital could earn under the program for the program period with  those estimates based on HHSC's suggested IGT responsibilities.  (D) HHSC will issue an IGT notification to specify  the date that IGT is requested to be transferred not fewer than 14  business days before IGT transfers are due. HHSC may post the IGT  deadlines and other associated information on HHSC's website, send  the information through the established Medicaid notification procedures  used by HHSC's fiscal intermediary, send through other direct mailing,  send through GovDelivery, or provide the information to the hospital  associations to disseminate to their member hospitals.  (3) Payment Methodology. To determine each participating  private hospital's payment under this section, HHSC will sum the hospital's  inpatient FFS Medicare payment gap and the hospital's outpatient FFS  Medicare payment gap.  (f) Payments for state government-owned hospitals.  (1) Eligible hospitals. Payments under this subsection  will be limited to hospitals defined as ""state government-owned hospital""  in subsection (b) of this section that are enrolled in Medicare and  participate in Texas Medicaid fee-for-service.  (2) Non-federal share of program payments. The non-federal  share of the payments is funded through IGTs from sponsoring governmental  entities. No state general revenue is available to support the program.  (A) HHSC must receive the non-federal portion of reimbursement  for HARP through a method approved by HHSC and CMS for reimbursement  through this program. (B) A hospital under this subsection must designate  a single local governmental entity to provide the non-federal share  of the payment through a method determined by HHSC. If the single  local governmental entity transfers less than the full non-federal  share of a hospital's payment amount calculated in any paragraph under  this subchapter, HHSC will recalculate that specific hospital's payment  based on the amount of the non-federal share actually transferred.  (C) HHSC will communicate suggested IGT responsibilities.  Suggested IGT responsibilities will be based on the maximum dollars  to be available under the program for the program period as determined  by HHSC. HHSC will also communicate estimated revenues each enrolled  hospital could earn under the program for the program period with  those estimates based on HHSC's suggested IGT responsibilities.  (D) HHSC will issue an IGT notification to specify  the date that IGT is requested to be transferred not fewer than 14  business days before IGT transfers are due. HHSC will publish the  IGT deadlines and all associated dates on its Internet website.  (3) Payment Methodology. (A) To determine payment under this section for each  participating state-owned hospital reimbursed through Prospective  Payment System (PPS), HHSC will sum the hospital's inpatient FFS Medicare  payment gap and the hospital's outpatient FFS Medicare payment gap.  (B) To determine payment under this section for each  participating state-owned hospital not reimbursed through Prospective  Payment System (PPS), HHSC will use the hospital's FFS outpatient  Medicare payment gap.  (g) Payments for state government-owned IMDs.  (1) Eligible hospitals.  (A) Payments under this subsection will be limited  to hospitals defined as ""state government-owned IMD"" in subsection  (b) of this section that are enrolled in Medicare and participate  in Texas Medicaid fee-for-service.  (B) The hospital must have submitted at least one adjudicated  FFS Medicaid claim for each reporting period to be eligible for payment.  (2) Non-federal share of program payments. The non-federal  share of the payments is funded through IGTs from sponsoring governmental  entities. No state general revenue is available to support the program.  (A) HHSC must receive the non-federal portion of reimbursement  for HARP through a method approved by HHSC and CMS for reimbursement  through this program. (B) A hospital under this subsection must designate  a single local governmental entity to provide the non-federal share  of the payment through a method determined by HHSC. If the single  local governmental entity transfers less than the full non-federal  share of a hospital's payment amount calculated in any paragraph under  this subchapter, HHSC will recalculate that specific hospital's payment  based on the amount of the non-federal share actually transferred.  (C) HHSC will communicate suggested IGT responsibilities.  Suggested IGT responsibilities will be based on the maximum dollars  to be available under the program for the program period as determined  by HHSC. HHSC will also communicate estimated revenues each enrolled  hospital could earn under the program for the program period with  those estimates based on HHSC's suggested IGT responsibilities.  (D) HHSC will issue an IGT notification to specify  the date that IGT is requested to be transferred not fewer than 14  business days before IGT transfers are due. HHSC may post the IGT  deadlines and other associated information on HHSC's website, send  the information through the established Medicaid notification procedures  used by HHSC's fiscal intermediary, send through other direct mailing,  send through GovDelivery, or provide the information to the hospital  associations to disseminate to their member hospitals.  (3) Payment Methodology. To determine each participating  state government-owned IMD hospital's payment under this section,  HHSC will use the hospital's inpatient FFS Medicare payment gap.  (h) Payments for private IMDs.  (1) Eligible hospitals.  (A) Payments under this subsection will be limited  to hospitals defined as ""private IMD"" in subsection (b) of this section  that participate in Texas Medicaid fee-for-service.  Cont'd..."
2567,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8085,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8085: Reimbursement Methodology for Physicians and Other Practitioners,"Source Note: The provisions of this §355.8085 adopted to be effective April 1, 1992, 17 TexReg 1820; transferred effective September 1, 1993, as published in the Texas Register September 7, 1993, 18 TexReg 5978; amended to be effective December 15, 1993, 18 TexReg 8915; amended to be effective December 7, 1995, 20 TexReg 9851; transferred effective September 1, 1997, as published in the Texas Register December 11, 1998, 23 TexReg 12660; amended to be effective October 24, 1999, 24 TexReg 8958; amended to be effective September 1, 2003, 28 TexReg 7335; amended to be effective April 30, 2013,38 TexReg 2615; amended to be effective June 29, 2014, 39 TexReg 4741; amended to be effective March 15, 2017, 42 TexReg 1120; amended to be effective December 1, 2017, 42 TexReg 5431; amended to be effective December 4, 2018, 43 TexReg 7761"
2568,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8087,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8087: In-Home Total Parenteral Hyperalimentation Services,"Source Note: The provisions of this §355.8087 adopted to be effective September 1, 1989, 14 TexReg 3989; amended to be effective August 1, 1990, 15 TexReg 4120; amended to be effective March 1, 1993, 18 TexReg 1028; transferred effective September 1, 1993, as published in the Texas Register September 7, 1993, 18 TexReg 5978; amended to be effective December 15, 1993, 18 TexReg 8915; amended to be effective December 7, 1995, 20 TexReg 9851; amended to be effective July 22, 1997, 22 TexReg 6573; amended to be effective June 25, 1998, 23 TexReg 6445; duplicated effective September 1, 1997,aspublished in the Texas Register December 11, 1998, 23 TexReg 12660; amended to be effective February 17, 2004, 29 TexReg 1344"
2569,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8089,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8089: In-home Respiratory Therapy Services for Ventilator-Dependent Persons,"Source Note: The provisions of this §355.8089 adopted to be effective January 1, 1990, 14 TexReg 6558; transferred effective September 1, 1993, as published in the Texas Register September 7, 1993, 18 TexReg 5978; amended to be effective December 15, 1993, 18 TexReg 8915; amended to be effective December 7, 1995, 20 TexReg 9851; duplicated effective September 1, 1997, as published in the Texas Register December 11, 1998, 23 TexReg 12660; amended to be effective February 17, 2004, 29 TexReg 1345"
2570,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8091,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,"RULE §355.8091: Reimbursement to Licensed Professional Counselors, Licensed Clinical Social Workers, and Licensed Marriage and Family Therapists","Source Note: The provisions of this §355.8091 adopted to be effective April 1, 2000, 25 TexReg 2563; amended to be effective March 15, 2017, 42 TexReg 1120"
2571,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8093,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8093: Reimbursement Methodology for Physician Assistants,"Source Note: The provisions of this §355.8093 adopted to be effective July 1, 2006, 31 TexReg 5073; amended to be effective December 28, 2014, 39 TexReg 9887"
2572,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8095,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,RULE §355.8095: Medicaid Administrative Claiming Program,"Source Note: The provisions of this §355.8095 adopted to be effective July 1, 2018, 43 TexReg 4169"
2573,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=355&rl=8097,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,CHAPTER 355: REIMBURSEMENT RATES,DIVISION 5: GENERAL ADMINISTRATION,SUBCHAPTER J: PURCHASED HEALTH SERVICES,"RULE §355.8097: Reimbursement Methodology for Physical, Occupational, and Speech Therapy Services","Source Note: The provisions of this §355.8097 adopted to be effective December 1, 2017, 42 TexReg 5431; amended to be effective October 1, 2019, 44 TexReg 5390"
